Project,Bug ID,Severity Label,Resolution Status,Short Description
Thunderbird,345873,trivial,FIXED,"the word ""Goto"" shouldn't be used in the UI (Tools > Options > Privacy > Junk)"
Platform,317985,trivial,FIXED,Fix for wrong usages of affect* and effect*
Firefox,680812,trivial,FIXED,"Excessive space between ""280"" and ""KB"" in download dialog"
Platform,151341,trivial,FIXED,"Broken links in ""UI Component Development Resources"""
Bugzilla,388165,trivial,FIXED,Remove obsolete $field_descs.groupset
CDT,324456,trivial,FIXED,edc - disassembly - ARM - avoid NPE in RangeAndMode#toString()
Platform,255768,trivial,FIXED,Tag '@noextend' is unsupported on final class WizardActionGroup
CDT,303481,trivial,FIXED,p2: Enabling CDT activates other update sites without names
CDT,319777,trivial,FIXED,Missing @Override annotations
JDT,278802,trivial,FIXED,rename 'Hierarchy' view to 'Type Hierarchy' view
Firefox,351050,trivial,FIXED,Chevron in searchbar drop down should be centered instead of being on the far right...
Firefox,717191,trivial,FIXED,browser_scratchpad_bug690552_display_outputs_errors.js leaks the scratchpad window
Platform,212638,trivial,FIXED,Always save editors before launch preference should take effect immediately
JDT,130717,trivial,FIXED,Runtime JRE Combo on Main lauch configuration tab should show more items
Platform,142960,trivial,FIXED,Performance tweak for ignored file processing
Platform,294338,trivial,FIXED,"UI string is missing a mnemonic, has wrong casing and has an unwanted dot"
Firefox,554001,trivial,FIXED,Remove superfluous -moz-border-colors usage
Platform,188060,trivial,FIXED,Unsorted existing repository list
Core,367102,trivial,FIXED,put maps in alphabetical order
Core,424684,trivial,FIXED,GTK fires spurious drag exit event after a drop
JDT,252340,trivial,FIXED,Cleanup infrastructure has minor documentation issues
Platform,327138,trivial,FIXED,[Import/Export] WizardExportResourcesPage's Finish button isn't sensitive to Select/Deselect All
Thunderbird,738367,trivial,FIXED,Avoid undefined properties JS warnings caused by imIncomingServer.js
Platform,187905,trivial,FIXED,[doc] console actions are missing help context ids
JDT,154667,trivial,FIXED,IClassFile#getType() should not throw JavaModelException
Core,685154,trivial,FIXED,Outparamdel nsIFrame::GetParentStyleContextFrame
Bugzilla,578366,trivial,FIXED,closing </dl> is missing in pages/fields.html.tmpl
Thunderbird,458467,trivial,FIXED,Linux executable file attributes should remove from some installed files
Platform,207029,trivial,FIXED,NullPointerException in HandlerActivation.toString() when tracing enabled
Firefox,623597,trivial,FIXED,Properly align layout elements in net inspector when horizontal scrolling is needed
Core,495420,trivial,FIXED,Refactor test cases to check enough runs
Firefox,562811,trivial,FIXED,Reload button disappears while loading a page
Thunderbird,510724,trivial,FIXED,"JavaScript warning when hitting ""n"" to go to the next unread message."
Core,393979,trivial,FIXED,Remove orphaned comment in nsFrame::BoxReflow
Bugzilla,419440,trivial,FIXED,The Bugzilla version is not displayed in the welcome-admin page
Core,564713,trivial,FIXED,warning: comparison between signed and unsigned integer expressions in mozTXTToHTMLConv
Firefox,323173,trivial,FIXED,Add a stringbundleset element in pageinfo.xul so that overlays can add stringbundles easier
Firefox,729928,trivial,FIXED,Cleanup unused cache preferences
Core,560059,trivial,FIXED,default video dimensions do not follow standard
Platform,280729,trivial,FIXED,Problems in SyncInfoCompareInput
Core,536463,trivial,FIXED,Fix warning: ‘virtual nsresult nsBox::GetMargin(nsMargin&)’ was hidden [...] by ‘void nsTableOuterFrame::GetMargin
CDT,203867,trivial,FIXED,DVT33:TCT825: el - CDT - TOC navigation link differs from topic title of target page
JDT,232788,trivial,FIXED,Formatter misaligns stars when formatting block comments
JDT,172328,trivial,FIXED,Javadoc for SearchEngine.searchAllTypeNames(..) has wrong @param ordering
Platform,293542,trivial,FIXED,Link with Editor view menu has no mnemonic
Core,616810,trivial,FIXED,CRs in cl.py generatesnippet.py buildlist.py upload.py util.py implicit.py
JDT,171422,trivial,FIXED,[launching] New fields for launch delegates
Platform,193260,trivial,FIXED,[Databinding] Incorrect javadoc for TextObservableValue
Core,716961,trivial,FIXED,clean up HTTP header field name constants in nsHttpAtomList.h
Platform,125361,trivial,FIXED,spelling error in Configure Details Area dialog
Firefox,579486,trivial,FIXED,(Untitled) can look like C*nt itled)
Core,595505,trivial,FIXED,Remove nsIDOMHTMLVoidCallback.idl
JDT,138911,trivial,FIXED,[refactor replace jar] odd information message in dialog
Thunderbird,532590,trivial,FIXED,"Quick Account Setup (add radiobox {POP, IMAP} )"
Bugzilla,545695,trivial,FIXED,show_bug.cgi: Use of uninitialized value
Platform,174565,trivial,FIXED,[Patch] SWT Javadoc: Some typos/minor errors (Part 3)
Core,510135,trivial,FIXED,Don't need to decode policy OID in CERTPolicyInfo
Platform,241801,trivial,FIXED,[Patch] Apply Patch doesn't sort hunks with an additional info in their labels
Core,405986,trivial,FIXED,"XUL <tooltip noautohide=""true""> isn't working in FF 3.x"
Core,351108,trivial,FIXED,Tooltips in OS X need to not be banana-yellow
Firefox,507974,trivial,FIXED,Identity popup has poor rtl styling
Platform,311960,trivial,FIXED,Small Javadoc error in DefaultCharacterPairMatcher
JDT,190622,trivial,FIXED,Organize Imports needlessly prompts for nested class used as annotation value
Platform,136064,trivial,FIXED,Snippet 225 (balloon tool tip) should say @since 3.2
Core,675615,trivial,FIXED,Fix test for 570341 to support keep-alive connections
Bugzilla,575499,trivial,FIXED,New advanced search page has a few text-related issues
Firefox,347435,trivial,FIXED,Live Bookmark Icon misplaced
Core,379679,trivial,FIXED,[FIX] Build warning: can't read ./browser/extensions/layout-debug/Makefile.in: No such file or directory
JDT,236436,trivial,FIXED,Message that unmanaged profile can't be changed should not use 'shared'
Firefox,430259,trivial,FIXED,Location bar auto-complete results box has no bottom border
Bugzilla,324990,trivial,FIXED,Bug Activity Page does not use bug summary in page title
Platform,227327,trivial,FIXED,fix labels in the Editor Selection dialog
Firefox,636176,trivial,FIXED,Sync should not sync general.autoScroll
Core,565393,trivial,FIXED,useless initialization of src in WebGLContext::DOMElementToImageSurface
Core,346119,trivial,FIXED,Code added in bug 338122 doesn't actually enforce document equality
Firefox,336457,trivial,FIXED,Mark selected search engine in the drop-down list
Platform,243759,trivial,FIXED,Incorrect title for build notes page
Firefox,560061,trivial,FIXED,Replace isAudo with isAudio
Firefox,430994,trivial,FIXED,Clear private data window should not have lozenge
Core,776849,trivial,FIXED,nsHistory.cpp:242:12: warning: variable ‘rv’ set but not used [-Wunused-but-set-variable]
Core,614720,trivial,FIXED,Remove support for WinCE
Platform,200414,trivial,FIXED,Team > Apply Patch... content menu item does not show keybinding
Platform,234642,trivial,FIXED,Javadoc of ILaunchesListener should link to ILaunchListener
Core,409369,trivial,FIXED,UseDB() result ignored when creating new nsDOMStorageItem
Firefox,405137,trivial,FIXED,Close button on tab has empty tooltip
Thunderbird,365545,trivial,FIXED,Tbird throws some javascript strict warnings
Core,323736,trivial,FIXED,Bogus closing tag syntax comment parsed as an SGML comment
Core,356225,trivial,FIXED,Duplicate if check in nsWebBrowserPersist.cpp
JDT,335333,trivial,FIXED,Java > Debug preference page should have more keywords
Thunderbird,776884,trivial,FIXED,The highlight of the focused chat input box is cut on the right side
Core,563616,trivial,FIXED,warning: unused variable item in TypeInState::RemovePropFromSetList
JDT,321414,trivial,FIXED,Synthetic constructors can exceed 255 parameters -> ClassFormatError
Platform,176604,trivial,FIXED,FilteredItemsSelectionDialog should show view menu on mouseDown
Core,457046,trivial,FIXED,Decide what to do with <TestPipes.cpp> |#if 0|'ed code
Thunderbird,738792,trivial,FIXED,fix strict Javascript warnings in Thunderbird addressbook (found in Error console)
Core,535393,trivial,FIXED,Get jsreftests on mozilla-1.9.2
Platform,197793,trivial,FIXED,Typo in Javadoc of IResource#getProjectRelativePath()
Core,538476,trivial,FIXED,Allow ToInteger to take an nsresult* parameter
Thunderbird,746037,trivial,FIXED,Message tab has 1px margin on the left
JDT,325408,trivial,FIXED,[call hierarchy] Adjust Call Hierarchy view's label rendering to other views
Core,334573,trivial,FIXED,Rename nsPLDOMEvent to nsAsyncDOMEvent
Platform,262777,trivial,FIXED,Mention PRE_REFRESH in IResourceChangeEvent.getResource() and getSource()
Thunderbird,576271,trivial,FIXED,shadows behind the entries
Core,443902,trivial,FIXED,Remove some nsIDocument QIs from txMozillaTextOutput.cpp
Bugzilla,598698,trivial,FIXED,Possible unneeded selectrow_array() call in Bugzilla::Install::make_admin()
Bugzilla,472274,trivial,FIXED,"summarized timetracking data line layout is quite ""heavy"""
Core,579374,trivial,FIXED,Tooltip border is inconsistent when one is used on a web element.
Core,362995,trivial,FIXED,Right part of focus outline of empty listbox is not visible
JDT,303794,trivial,FIXED,JavaPerspectiveFactory should reference the 'Project Explorer' via a constant
Platform,283555,trivial,FIXED,[Markers] Configure Contents dialog: Types section should not have columns
Core,571685,trivial,FIXED,Move remainders of webshell into /docshell/base
Platform,136890,trivial,FIXED,[Patch] SWT Javadoc: Some typos/minor errors (Part 2)
Core,471716,trivial,FIXED,jsobj.cpp DEBUG / js_DumpObject crash on JSFunction with null proto
Core,696422,trivial,FIXED,Remove unneeded/unwanted @BINPATH@/ (from bug 681893) in removed-files.in
Core,332809,trivial,FIXED,schema-validation test depends on Doron's home directory :)
Thunderbird,633679,trivial,FIXED,Quick filter button/menuitem shouldn't be invisible when disabled
Platform,284450,trivial,FIXED,Javadoc corrections for ISynchronizationContext
Core,497207,trivial,FIXED,Define |enum JSTraceType| and stop overloading JSVAL_* for trace-time types
Platform,174663,trivial,FIXED,[CheatSheet] Update SDK cheat sheets to add translation hints
Core,504453,trivial,FIXED,nsAttrAndChildArray::GrowBy worries coverity
CDT,197949,trivial,FIXED,"Trivial typo in ""Building Targets.:"""
Platform,224643,trivial,FIXED,Unconfirmed cast in ActionDelegateWrapper
Platform,255703,trivial,FIXED,JavaDoc of SharedHeaderFormEditor broken
Core,742780,trivial,FIXED,Turn off the debug mode by default for dom/system/gonk/systemlibs.js
CDT,303505,trivial,FIXED,7.0.0 snapshots require 3.6 not 3.5
Firefox,483983,trivial,FIXED,all-tabs button also needs a bottom margin
Firefox,448928,trivial,FIXED,remove gIsLoadingBlank from browser.js
Platform,134245,trivial,FIXED,Typo in javadoc for SWT.INHERIT_*
Platform,155437,trivial,FIXED,ParameterizedCommand link is dead in Platform Dev Guide
Firefox,553178,trivial,FIXED,Simplify _getDragTargetTab
Core,538816,trivial,FIXED,"Fix typos in ""basic"" SDK sample plugin"
JDT,168455,trivial,FIXED,provider name not provided in jdt.launching plugin
Core,491195,trivial,FIXED,fix warnings in qcms
Platform,293553,trivial,FIXED,Resource Filter UI needs mnemonic clean up
Core,484200,trivial,FIXED,src attribute on <style> makes styles not apply
JDT,170966,trivial,FIXED,Logical Structures preference page doesn't update when structure edited
Core,354183,trivial,FIXED,stop including nsTableCellFrame.h
Core,473517,trivial,FIXED,Replace heap allocated nsSVGLength in nsSVGUtils::CoordToFloat with stack allocated nsSVGLength2
JDT,335147,trivial,FIXED,[breadcrumb] Breadcrumb does not honor package name abbreviation setting
Core,569189,trivial,FIXED,Remove unneeded QIs from implementations of nsIDOMCSSRule::GetParentStyleSheet
CDT,339048,trivial,FIXED,"Remove mention of ""PDA launch"" when logging errors related to gdb launch shutdown"
Firefox,430257,trivial,FIXED,Location bar auto-complete results divisors touch left border
Firefox,683390,trivial,FIXED,Switch to Tab graphic is displayed in the wrong vertical orientation with tabs-on-top enabled
Core,361792,trivial,FIXED,Signed-unsigned comparison in nsVoidArray.cpp
Core,385368,trivial,FIXED,Print() contains a useless variable
Core,415254,trivial,FIXED,orthographe
Platform,280341,trivial,FIXED,[DataBinding] Glitch in ListBinding: Referencing Update*Value*Strategy.POLICY_UPDATE
Platform,339863,trivial,FIXED,"""Invalid member type qualification"" in PreferenceManager"
JDT,186967,trivial,FIXED,[clean up] Add this qualifier radios interconnected
Firefox,455258,trivial,FIXED,browser_bug410900.js minor nits
Core,792605,trivial,FIXED,Replace manual isObject() check with NonNullObject in ParallelArray ops
Platform,324045,trivial,FIXED,[Help][Search] Add debug lines to show search hit scores
Core,675710,trivial,FIXED,"test_URIs.js doesn't test protocol-relative URIs (""//site/fo/bar"")"
Platform,241512,trivial,FIXED,ResourceComparator used in RestoreFromRepositoryFileSelectionPage is deprecated
Firefox,463261,trivial,FIXED,"Endcap of the ""Most Visited"" button on the bookmark toolbar is not properly aligned"
Bugzilla,560862,trivial,FIXED,defined(%hash) is deprecated in Perl 5.12
Core,630029,trivial,FIXED,Throw INDEX_SIZE_ERR instead of SYNTAX_ERR when calling CanvasGradient.addColorStop with non-finite values
